Date,Open,High,Low,Close,Volume,WMA,DEMA,ADX.DIp,ADX.DIn,ADX.DX,ADX.ADX,MACD.macd,MACD.signal,CCI,MO,RSI,ATR.tr,ATR.atr,ATR.trueHigh,ATR.trueLow,CLV,CMF,CMO,EMV.emv,EMV.maEMV,MFI,ROC,VHF,SAR,TRIX.TRIX,TRIX.signal,WPR,SNR
2015-04-16,1035.90,1043.79,1031.09,1043.73,984000000.00,1015.32,1017.59,34.59,22.24,21.73,24.11,0.098,-0.422,186.00,31.48,86.81,18.41,11.38,1043.79,1025.38,0.99100000,-0.06100000,52.23,0.00186000,0.00056400,54.42,0.0177000,0.3178169,1000.16,-0.18900,-0.05690,0.00105,4.53281
2015-04-17,1045.69,1046.62,1039.53,1039.53,1770000000.00,1018.11,1021.49,34.84,21.22,24.28,24.12,0.241,-0.289,167.00,43.14,78.93,7.09,11.08,1046.62,1039.53,-1.00000000,-0.10600000,45.59,0.00022600,0.00057900,65.92,-0.0040300,0.347907,1004.52,-0.19000,-0.07240,0.11848,4.31689
2015-04-20,1038.24,1039.24,1031.02,1033.75,1310000000.00,1020.14,1023.80,32.89,25.62,12.43,23.29,0.304,-0.170,112.00,36.32,68.42,8.51,10.89,1039.53,1031.02,-0.33600000,-0.06960000,39.64,-0.00049900,0.00044000,57.54,-0.0055800,0.3479474,1009.57,-0.18900,-0.08690,0.21507,3.43864
2015-04-21,1038.40,1042.31,1036.62,1040.23,951000000.00,1022.62,1026.96,33.06,24.16,15.56,22.73,0.401,-0.056,121.00,29.24,73.23,8.56,10.73,1042.31,1033.75,0.26900000,-0.10600000,62.85,0.00025900,0.00031700,65.27,0.0062500,0.3560633,1014.02,-0.18600,-0.10000,0.10678,2.93053
2015-04-22,1040.82,1041.14,1024.61,1024.61,1080000000.00,1023.47,1026.83,29.56,29.30,0.44,21.14,0.351,0.025,65.00,12.43,50.78,16.53,11.14,1041.14,1024.61,-1.00000000,-0.13000000,34.55,-0.00101000,0.00019800,64.71,-0.0151000,0.3357836,1017.93,-0.18100,-0.11200,0.41140,0.85220
2015-04-23,1027.86,1032.91,1017.82,1019.38,1290000000.00,1023.76,1025.75,26.77,30.78,6.97,20.13,0.267,0.074,29.40,8.71,44.39,15.09,11.42,1032.91,1017.82,-0.79300000,-0.20400000,27.28,-0.00087800,-0.00005380,56.58,-0.0051200,0.3701367,1046.62,-0.17500,-0.12300,0.51357,0.20280
2015-04-24,1023.00,1028.41,1020.33,1028.41,835000000.00,1024.87,1026.45,25.23,29.02,6.97,19.19,0.268,0.112,36.80,22.38,52.32,9.03,11.25,1028.41,1019.38,1.00000000,-0.11800000,30.64,-0.00009630,-0.00007950,56.66,0.0088200,0.3739766,1046.62,-0.16700,-0.13300,0.35298,0.07111
2015-04-27,1030.52,1033.32,1021.51,1023.45,1060000000.00,1025.40,1026.14,26.46,26.85,0.74,17.87,0.228,0.135,34.40,18.33,46.52,11.81,11.29,1033.32,1021.51,-0.67100000,-0.21200000,14.43,0.00033900,0.00001130,57.01,-0.0048300,0.367094,1045.47,-0.15800,-0.14100,0.61985,0.04651
2015-04-28,1022.94,1023.25,1006.89,1011.87,1400000000.00,1024.74,1023.77,23.77,33.08,16.36,17.76,0.103,0.129,-30.20,9.31,36.68,16.56,11.67,1023.45,1006.89,-0.39100000,-0.19200000,-3.46,-0.00144000,-0.00013700,48.69,-0.0114000,0.3461761,1044.36,-0.14800,-0.14700,0.87465,1.00528
2015-04-29,1003.15,1009.51,997.02,1003.48,1300000000.00,1023.24,1020.19,21.65,36.05,24.95,18.28,-0.062,0.091,-91.50,10.66,30.85,14.85,11.90,1011.87,997.02,0.03440000,-0.13600000,-12.85,-0.00113000,-0.00047000,42.46,-0.0083300,0.3618115,1042.11,-0.13700,-0.15200,0.86976,1.82026
2015-04-30,1002.45,1009.94,1001.99,1006.10,1180000000.00,1021.94,1017.58,20.86,34.29,24.35,18.71,-0.170,0.039,-86.90,12.77,33.26,7.95,11.61,1009.94,1001.99,0.03400000,-0.16000000,-21.97,0.00018200,-0.00047500,43.66,0.0026100,0.3583877,1038.51,-0.12300,-0.15500,0.81694,3.23750
2015-05-06,1008.25,1010.04,998.01,1003.19,1210000000.00,1020.30,1014.82,19.32,34.20,27.80,19.36,-0.275,-0.024,-107.00,9.92,30.93,12.03,11.64,1010.04,998.01,-0.13900000,-0.12400000,-21.38,-0.00019300,-0.00044100,42.97,-0.0029000,0.3828045,1035.19,-0.10900,-0.15600,0.87560,3.11561
2015-05-07,999.28,1005.45,990.69,990.69,1630000000.00,1017.42,1010.19,17.60,35.57,33.79,20.39,-0.454,-0.110,-155.00,-6.97,24.06,14.76,11.87,1005.45,990.69,-1.00000000,-0.19300000,-30.13,-0.00053900,-0.00053000,40.55,-0.0125000,0.3569767,1032.13,-0.09410,-0.15600,1.00000,3.59629
2015-05-08,994.81,1005.24,989.06,1001.04,1490000000.00,1015.56,1008.09,15.93,33.15,35.08,21.44,-0.507,-0.189,-131.00,-9.00,36.23,16.18,12.17,1005.24,989.06,0.48100000,-0.19900000,-20.63,-0.00009990,-0.00042900,47.55,0.0104000,0.3390945,1027.99,-0.07900,-0.15400,0.79187,3.16199
2015-05-11,1006.05,1009.07,996.27,996.27,959000000.00,1013.28,1005.45,16.98,30.67,28.73,21.96,-0.581,-0.268,-106.00,-19.03,33.16,12.80,12.22,1009.07,996.27,-1.00000000,-0.24600000,-45.45,0.00073700,-0.00025000,47.36,-0.0047800,0.3388448,1023.32,-0.06460,-0.15100,0.87474,2.27911
2015-05-12,995.53,997.04,981.55,986.51,1080000000.00,1010.17,1001.43,15.47,36.39,40.33,23.27,-0.710,-0.356,-145.00,-30.57,27.94,15.49,12.45,997.04,981.55,-0.36000000,-0.27300000,-48.21,-0.00192000,-0.00045200,38.67,-0.0098400,0.3508762,1019.21,-0.05060,-0.14600,0.91837,2.58002
2015-05-13,992.02,996.28,989.03,994.61,1060000000.00,1007.98,999.48,14.59,34.32,40.33,24.49,-0.739,-0.433,-106.00,-33.01,37.46,9.77,12.26,996.28,986.51,0.53900000,-0.24900000,-34.85,0.00023000,-0.00046400,45.68,0.0081800,0.3406985,1013.94,-0.03760,-0.14000,0.78506,2.71634
2015-05-14,994.31,997.24,984.83,993.03,988000000.00,1005.79,997.55,13.54,34.28,43.38,25.84,-0.766,-0.500,-99.80,-30.94,36.59,12.41,12.27,997.24,984.83,0.32200000,-0.19400000,-43.95,-0.00020300,-0.00032700,39.77,-0.0015900,0.3559044,1009.40,-0.02610,-0.13300,0.80735,2.44536
2015-05-15,992.01,1002.83,990.07,1002.83,808000000.00,1004.69,997.70,15.78,31.74,33.59,26.39,-0.701,-0.540,-64.10,-20.82,48.32,12.76,12.31,1002.83,990.07,1.00000000,-0.15300000,-21.44,0.00085500,-0.00010600,45.44,0.0098200,0.3386946,1005.50,-0.01560,-0.12500,0.58895,0.72483
2015-05-18,1001.13,1005.37,997.25,1001.25,560000000.00,1003.53,997.59,16.53,30.21,29.28,26.60,-0.655,-0.563,-48.00,-24.13,47.32,8.12,12.01,1005.37,997.25,-0.01480000,-0.18100000,-18.51,0.00070500,-0.00004740,51.25,-0.0015800,0.3360359,1005.37,-0.00629,-0.11600,0.61947,0.18527
2015-05-19,1003.09,1014.41,1003.05,1012.71,861000000.00,1003.58,999.61,20.58,27.86,15.02,25.77,-0.519,-0.554,-5.85,-31.02,59.16,13.16,12.09,1014.41,1001.25,0.70100000,-0.19900000,-15.64,0.00097900,0.00008280,51.29,0.0114000,0.3241991,981.55,0.00115,-0.10700,0.39811,0.54408
2015-05-20,1012.51,1014.66,1005.73,1005.98,1110000000.00,1003.13,1000.16,19.63,26.36,14.65,24.98,-0.461,-0.536,-4.66,-33.55,52.90,8.93,11.86,1014.66,1005.73,-0.94400000,-0.17200000,-17.11,0.00011800,0.00015600,44.23,-0.0066700,0.3335897,981.55,0.00621,-0.09700,0.41415,0.23590
2015-05-21,1008.87,1013.09,1007.28,1010.71,1080000000.00,1003.30,1001.52,18.76,25.20,14.65,24.24,-0.373,-0.503,11.30,-23.04,58.55,7.11,11.52,1013.09,1005.98,0.18100000,-0.14500000,-1.22,-0.00000054,0.00016700,52.30,0.0046900,0.3344985,982.87,0.00925,-0.08710,0.11930,1.76303
2015-05-22,1015.03,1017.93,1007.48,1007.68,763000000.00,1003.29,1002.17,20.56,23.56,6.80,22.99,-0.323,-0.467,27.70,-32.55,55.55,10.45,11.45,1017.93,1007.48,-0.96200000,-0.19200000,4.67,0.00034500,0.00012300,59.40,-0.0030000,0.3323629,984.15,0.01070,-0.07720,0.28175,0.58944
2015-05-25,1009.58,1011.17,996.05,996.05,552000000.00,1002.32,1000.64,18.66,28.36,20.62,22.82,-0.373,-0.448,-35.00,-28.56,43.06,15.12,11.71,1011.17,996.05,-1.00000000,-0.17100000,-10.16,-0.00249000,0.00005970,53.68,-0.0116000,0.3305227,986.17,0.01080,-0.06760,0.60143,0.01888
2015-05-26,995.88,1000.21,988.88,989.31,728000000.00,1000.85,998.13,17.37,30.78,27.85,23.18,-0.462,-0.451,-94.00,-30.07,37.33,11.33,11.68,1000.21,988.88,-0.92400000,-0.15900000,-13.51,-0.00141000,-0.00012300,55.61,-0.0067900,0.3254151,988.08,0.00986,-0.05840,0.78670,0.24100
2015-05-27,984.86,992.35,980.95,991.39,732000000.00,999.72,996.37,16.16,33.48,34.90,24.02,-0.509,-0.463,-126.00,-37.02,40.21,11.40,11.66,992.35,980.95,0.83200000,-0.17100000,0.76,-0.00123000,-0.00023700,59.53,0.0021000,0.3255503,1017.93,0.00722,-0.04970,0.71769,0.27767
2015-05-28,992.13,992.94,980.31,985.15,741000000.00,998.17,993.75,14.91,31.30,35.45,24.84,-0.591,-0.488,-137.00,-38.30,34.44,12.63,11.73,992.94,980.31,-0.23400000,-0.14700000,-18.01,-0.00000426,-0.00033200,50.89,-0.0063100,0.3215342,1017.93,0.00310,-0.04160,0.87135,0.67351
2015-05-29,987.14,990.18,982.78,985.37,861000000.00,996.83,991.57,14.22,29.85,35.45,25.60,-0.647,-0.520,-123.00,-26.50,34.55,7.40,11.42,990.18,982.78,-0.30000000,-0.13600000,-13.03,-0.00001250,-0.00041200,43.30,0.0002230,0.3525253,1016.43,-0.00219,-0.03440,0.86550,1.54926
2015-06-02,981.60,983.14,971.92,972.01,836000000.00,994.33,987.30,13.04,34.08,44.64,26.96,-0.790,-0.574,-184.00,-31.47,24.91,13.45,11.57,985.37,971.92,-0.98400000,-0.18500000,-16.61,-0.00120000,-0.00065400,44.24,-0.0137000,0.3568387,1014.98,-0.00878,-0.02800,0.99804,2.54529
2015-06-03,975.58,979.97,972.75,975.93,760000000.00,992.37,984.38,12.39,32.36,44.64,28.22,-0.863,-0.632,-155.00,-30.17,30.53,7.96,11.31,979.97,972.01,-0.11900000,-0.19600000,-22.48,-0.00011100,-0.00068000,42.71,0.0040200,0.3602354,1012.40,-0.01680,-0.02260,0.91285,3.30307
2015-06-04,976.77,982.49,969.95,981.86,783000000.00,991.11,982.99,11.41,31.58,46.90,29.55,-0.863,-0.678,-123.00,-21.33,38.76,12.54,11.40,982.49,969.95,0.90000000,-0.15300000,-12.77,-0.00002240,-0.00068200,50.42,0.0060600,0.365358,1009.97,-0.02590,-0.01850,0.75177,2.13913
2015-06-05,981.42,995.99,981.23,994.33,986000000.00,991.14,984.10,18.67,28.72,21.21,28.96,-0.753,-0.693,-28.30,3.64,52.68,14.76,11.64,995.99,981.23,0.77500000,-0.02350000,-9.43,0.00185000,-0.00051400,51.17,0.0126000,0.3305686,1006.77,-0.03530,-0.01550,0.49187,1.40915
2015-06-08,993.53,996.29,988.53,993.57,763000000.00,991.08,984.97,17.94,27.31,20.71,28.37,-0.663,-0.687,-9.64,-7.47,51.97,7.76,11.36,996.29,988.53,0.29900000,-0.05320000,-8.60,0.00038600,-0.00019500,52.00,-0.0007650,0.3384607,1003.82,-0.04480,-0.01380,0.50771,1.25560
2015-06-09,990.44,991.05,980.94,981.38,1320000000.00,989.89,983.54,16.53,29.90,28.79,28.40,-0.684,-0.687,-66.70,-14.89,40.40,12.63,11.45,993.57,980.94,-0.91300000,-0.06630000,-34.80,-0.00049100,-0.00009250,42.83,-0.0123000,0.3328431,1001.11,-0.05410,-0.01330,0.76178,1.28946
2015-06-10,984.69,996.13,984.43,991.38,767000000.00,989.73,984.17,18.14,27.20,19.97,27.80,-0.612,-0.672,-21.00,4.87,51.21,14.75,11.69,996.13,981.38,0.18800000,-0.03630000,-15.65,0.00065300,0.00011700,50.74,0.0101000,0.2727319,998.62,-0.06290,-0.01390,0.55336,0.17671
2015-06-11,998.46,1002.04,995.31,999.10,1880000000.00,990.28,986.15,20.59,25.42,10.49,26.56,-0.487,-0.635,37.80,4.49,58.20,10.66,11.61,1002.04,991.38,0.12600000,-0.05330000,-12.06,0.00030100,0.00015100,53.88,0.0077600,0.2504568,969.95,-0.07070,-0.01560,0.39246,0.66415
2015-06-12,998.91,999.91,992.04,992.39,807000000.00,990.17,986.67,19.57,26.22,14.52,25.70,-0.437,-0.595,7.05,-0.64,51.80,7.87,11.35,999.91,992.04,-0.91100000,-0.11300000,-15.29,-0.00026300,0.00012300,47.51,-0.0067400,0.2526726,969.95,-0.07760,-0.01810,0.45560,0.64442
2015-06-15,991.43,991.70,984.30,986.87,804000000.00,989.53,986.15,18.55,29.83,23.31,25.53,-0.437,-0.564,-41.90,-15.96,46.92,8.09,11.11,992.39,984.30,-0.30500000,-0.17300000,-9.78,-0.00073400,0.00017500,46.60,-0.0055800,0.2488718,971.23,-0.08410,-0.02160,0.47273,0.13736
2015-06-16,987.36,992.27,986.87,987.79,621000000.00,989.07,985.90,18.26,28.75,22.31,25.30,-0.425,-0.536,-28.40,-13.46,47.99,5.40,10.71,992.27,986.87,-0.65900000,-0.19500000,-1.73,0.00013700,0.00020200,51.92,0.0009320,0.2514675,972.47,-0.09000,-0.02570,0.44406,1.52194
2015-06-17,990.97,998.70,988.63,996.87,808000000.00,989.52,987.35,21.22,26.66,11.37,24.30,-0.338,-0.496,24.20,-15.84,57.68,10.91,10.72,998.70,987.79,0.63700000,-0.20000000,5.77,0.00051000,0.00026100,57.97,0.0091500,0.2560572,973.65,-0.09500,-0.03050,0.16111,2.00911
2015-06-18,997.97,998.86,989.49,991.03,1450000000.00,989.50,987.57,19.99,24.98,11.10,23.36,-0.312,-0.460,19.30,-14.95,51.16,9.37,10.62,998.86,989.49,-0.67100000,-0.19300000,6.21,0.00003300,0.00005910,54.88,-0.0058800,0.2623722,974.78,-0.09880,-0.03580,0.34310,0.88880
2015-06-19,990.33,990.96,976.31,978.69,1210000000.00,988.38,985.54,18.07,31.20,26.66,23.60,-0.388,-0.445,-81.00,-32.02,39.44,14.72,10.92,991.03,976.31,-0.67500000,-0.24700000,-6.26,-0.00128000,-0.00012600,53.51,-0.0125000,0.2519429,975.87,-0.10200,-0.04140,0.72764,1.45386
2015-06-22,980.31,994.20,979.81,989.51,791000000.00,988.43,985.78,18.34,28.13,21.05,23.42,-0.356,-0.428,-8.73,-18.17,50.64,15.51,11.24,994.20,978.69,0.34800000,-0.19100000,16.79,0.00061300,-0.00000299,59.39,0.0110000,0.2505483,976.31,-0.10400,-0.04710,0.39046,0.36144
2015-06-23,995.65,996.56,986.88,988.05,811000000.00,988.44,985.75,18.72,26.38,16.99,22.96,-0.339,-0.410,34.70,-8.00,48.54,9.68,11.13,996.56,986.88,-0.75800000,-0.19200000,11.91,0.00056300,-0.00001300,59.57,-0.0014800,0.2595478,977.34,-0.10600,-0.05290,0.43596,0.60212
2015-06-24,991.59,999.93,990.97,999.93,1190000000.00,989.61,987.90,19.45,24.38,11.24,22.12,-0.226,-0.373,117.00,10.62,58.89,11.88,11.19,999.93,988.05,1.00000000,-0.08860000,16.78,0.00028100,-0.00001520,60.78,0.0120000,0.2458496,978.33,-0.10600,-0.05870,0.08201,0.76628
2015-06-25,998.71,1004.12,995.32,1000.75,935000000.00,990.82,989.91,21.06,22.99,4.38,20.85,-0.128,-0.324,136.00,9.36,59.62,8.80,11.02,1004.12,995.32,0.23400000,-0.10800000,6.68,0.00040200,0.00005870,60.66,0.0008200,0.2577076,979.28,-0.10500,-0.06440,0.12118,0.15107
2015-06-26,1001.34,1003.92,998.44,999.11,845000000.00,991.82,991.36,20.28,22.14,4.38,19.68,-0.063,-0.272,125.00,13.96,58.09,5.48,10.62,1003.92,998.44,-0.75500000,-0.13200000,5.71,0.00009470,0.00015100,60.91,-0.0016400,0.2576246,980.77,-0.10300,-0.06970,0.18015,0.64754
2015-06-29,987.71,1000.67,984.90,995.93,1080000000.00,992.45,992.05,18.20,28.67,22.34,19.87,-0.037,-0.225,44.90,10.56,54.68,15.77,10.99,1000.67,984.90,0.39900000,-0.09470000,16.55,-0.00123000,-0.00000057,61.90,-0.0031900,0.2696111,982.17,-0.10000,-0.07460,0.29450,0.82990
2015-06-30,995.38,996.61,984.92,989.21,1300000000.00,992.39,991.42,16.83,26.50,22.34,20.04,-0.071,-0.194,-5.18,17.20,46.18,11.69,11.04,996.61,984.92,-0.26600000,-0.06860000,-2.56,-0.00018200,-0.00007750,54.37,-0.0067700,0.2696263,983.48,-0.09600,-0.07900,0.53614,0.12916
2015-07-02,989.01,989.41,978.42,980.19,1490000000.00,991.39,989.25,15.63,28.83,29.69,20.73,-0.168,-0.189,-118.00,4.26,37.13,10.99,11.03,989.41,978.42,-0.67800000,-0.11100000,-22.00,-0.00050500,-0.00013700,42.58,-0.0091600,0.2632792,1004.12,-0.09080,-0.08270,0.86048,1.51721
2015-07-03,979.48,983.51,974.97,979.10,1140000000.00,990.27,987.20,14.75,29.48,33.30,21.63,-0.252,-0.202,-170.00,-2.76,36.05,8.54,10.86,983.51,974.97,-0.03280000,-0.14400000,-16.54,-0.00035000,-0.00003440,41.65,-0.0011100,0.228619,1004.12,-0.08500,-0.08560,0.85832,1.10992
2015-07-06,971.78,973.35,964.82,968.48,1490000000.00,988.15,983.51,13.40,33.30,42.63,23.13,-0.401,-0.241,-243.00,-25.85,27.65,14.28,11.10,979.10,964.82,-0.14200000,-0.18600000,-21.53,-0.00058100,-0.00016700,39.84,-0.0109000,0.2191979,1002.95,-0.07960,-0.08780,0.90687,0.91968
2015-07-07,970.38,976.09,968.31,975.23,1120000000.00,986.79,981.59,14.51,31.60,37.05,24.12,-0.458,-0.285,-160.00,-18.34,37.50,7.78,10.86,976.09,968.31,0.77900000,-0.15400000,-13.76,0.00021600,-0.00020600,41.69,0.0069500,0.2191857,1000.67,-0.07440,-0.08930,0.73511,1.32597
2015-07-08,968.63,970.92,962.24,964.62,943000000.00,984.51,978.03,13.29,32.87,42.42,25.43,-0.585,-0.345,-192.00,-16.76,29.67,12.99,11.02,975.23,962.24,-0.45200000,-0.12000000,-34.76,-0.00051700,-0.00029400,36.24,-0.0109000,0.2229676,998.52,-0.06930,-0.09010,0.94317,2.13164
2015-07-09,963.93,971.87,958.50,967.42,1120000000.00,982.58,975.50,12.15,32.45,45.50,26.86,-0.655,-0.407,-155.00,-23.96,33.50,13.37,11.18,971.87,958.50,0.33400000,-0.10800000,-26.31,-0.00016700,-0.00035700,44.21,0.0029000,0.2474104,995.61,-0.06490,-0.09020,0.80447,2.89509
2015-07-10,975.29,978.15,970.49,977.57,1170000000.00,981.73,975.20,15.34,30.22,32.66,27.28,-0.619,-0.449,-74.20,-21.53,46.28,10.73,11.15,978.15,967.42,0.84900000,-0.07550000,-1.28,0.00059800,-0.00030200,51.88,0.0104000,0.2347674,991.90,-0.06140,-0.08970,0.58198,2.07345
2015-07-13,975.47,983.13,973.39,980.28,918000000.00,981.24,975.47,17.59,28.32,23.36,27.00,-0.563,-0.472,-43.00,-12.11,48.73,9.74,11.05,983.13,973.39,0.41500000,-0.02250000,-11.62,0.00041800,-0.00011900,52.25,0.0027700,0.2483802,988.56,-0.05830,-0.08870,0.52258,1.70631
2015-07-14,981.56,982.71,976.16,977.29,844000000.00,980.52,975.19,16.83,27.08,23.36,26.74,-0.536,-0.485,-40.60,-9.58,45.34,6.55,10.73,982.71,976.16,-0.65500000,-0.03690000,-13.29,0.00009120,-0.00008860,46.92,-0.0030500,0.2496443,985.56,-0.05530,-0.08730,0.58812,1.76066
2015-07-15,979.21,983.62,976.61,976.71,1090000000.00,979.79,974.87,16.64,25.79,21.55,26.37,-0.514,-0.491,-35.20,-11.08,44.66,7.01,10.46,983.62,976.61,-0.97100000,-0.06600000,-33.32,0.00004370,-0.00002760,46.50,-0.0005940,0.2571735,983.62,-0.05230,-0.08540,0.60083,1.22199
2015-07-16,977.60,979.75,969.61,974.29,2230000000.00,978.88,974.19,15.49,28.79,30.04,26.63,-0.511,-0.495,-61.60,-22.58,42.17,10.14,10.44,979.75,969.61,-0.07690000,-0.09160000,-37.12,-0.00024700,-0.00001610,37.30,-0.0024800,0.2726186,983.62,-0.04960,-0.08310,0.65236,0.57728
2015-07-17,975.34,976.55,969.61,972.51,915000000.00,977.92,973.31,14.74,27.39,30.04,26.87,-0.517,-0.499,-68.10,-18.52,40.75,6.94,10.19,976.55,969.61,-0.16400000,-0.05740000,-37.24,-0.00012100,0.00003500,32.06,-0.0018300,0.270967,981.11,-0.04720,-0.08060,0.66777,0.66618
2015-07-20,972.73,973.73,963.89,964.19,1000000000.00,976.24,971.07,13.72,29.51,36.54,27.56,-0.584,-0.516,-98.70,-14.50,32.32,9.84,10.17,973.73,963.89,-0.93900000,-0.06330000,-41.46,-0.00042000,-0.00003570,32.27,-0.0085900,0.2773421,978.85,-0.04440,-0.07770,0.85070,0.43390
2015-07-21,964.92,965.28,948.36,952.25,2020000000.00,973.50,967.02,12.16,36.58,50.10,29.17,-0.728,-0.558,-164.00,-37.26,23.69,16.92,10.65,965.28,948.36,-0.54000000,-0.11800000,-45.19,-0.00100000,-0.00008980,31.05,-0.0125000,0.3350358,976.81,-0.04210,-0.07460,0.90524,2.16990
2015-07-22,948.17,954.65,942.07,953.40,1980000000.00,971.05,963.77,11.15,37.70,54.36,30.97,-0.823,-0.611,-174.00,-34.65,25.96,12.58,10.79,954.65,942.07,0.80100000,-0.02360000,-36.25,-0.00053800,-0.00013100,30.31,0.0012100,0.3881521,973.40,-0.04030,-0.07130,0.72732,1.03992
2015-07-23,952.28,956.56,948.67,948.67,1130000000.00,968.31,960.16,11.84,35.69,50.17,32.34,-0.929,-0.675,-149.00,-51.26,22.61,7.89,10.58,956.56,948.67,-1.00000000,-0.11700000,-39.24,0.00029700,-0.00016400,36.57,-0.0049700,0.39302,969.01,-0.03990,-0.06800,0.84116,1.78582
2015-07-24,945.88,946.85,939.91,943.07,935000000.00,965.29,956.08,11.13,39.54,56.06,34.04,-1.047,-0.749,-175.00,-57.68,19.28,8.76,10.45,948.67,939.91,-0.08930000,-0.13000000,-35.03,-0.00068500,-0.00028700,37.79,-0.0059200,0.4064953,965.24,-0.04090,-0.06480,0.92771,3.34126
2015-07-27,938.01,939.52,923.35,926.10,1960000000.00,960.92,949.55,9.72,45.17,64.58,36.22,-1.270,-0.854,-214.00,-73.01,12.60,19.72,11.11,943.07,923.35,-0.66000000,-0.14900000,-59.37,-0.00098500,-0.00040700,30.00,-0.0182000,0.4641687,961.19,-0.04360,-0.06180,0.95437,4.80963
2015-07-28,930.59,934.40,921.14,926.83,1750000000.00,956.96,944.12,8.90,42.78,65.54,38.31,-1.426,-0.968,-187.00,-69.10,13.66,13.26,11.26,934.40,921.14,-0.14200000,-0.17100000,-51.86,-0.00027800,-0.00044200,28.83,0.0007880,0.5009055,954.38,-0.04780,-0.05910,0.90893,4.40145
2015-07-29,930.71,935.48,921.96,933.59,1410000000.00,953.99,940.75,8.83,39.16,63.21,40.09,-1.477,-1.070,-143.00,-55.62,25.45,13.52,11.43,935.48,921.96,0.72000000,-0.11900000,-44.03,0.00009110,-0.00040500,29.71,0.0072700,0.498139,947.73,-0.05360,-0.05700,0.80074,3.69495
2015-07-31,938.72,950.42,937.94,950.42,1160000000.00,952.87,940.97,16.96,35.18,34.93,39.72,-1.359,-1.128,-63.30,-29.77,46.30,16.83,11.81,950.42,933.59,1.00000000,-0.03840000,-32.51,0.00166000,-0.00020700,29.55,0.0179000,0.4850646,921.14,-0.06020,-0.05550,0.53137,1.95881
2015-08-03,946.25,949.95,943.10,949.76,1030000000.00,951.84,941.12,16.19,33.58,34.93,39.38,-1.256,-1.153,-50.90,-29.34,45.46,7.32,11.49,950.42,943.10,0.94500000,-0.00000922,-37.47,0.00015600,-0.00014300,29.84,-0.0006950,0.515692,921.14,-0.06740,-0.05460,0.54193,1.94455
2015-08-04,946.56,946.89,938.16,941.36,1130000000.00,950.15,939.80,15.02,34.23,38.99,39.35,-1.232,-1.169,-67.50,-27.12,38.49,11.60,11.50,949.76,938.16,-0.26700000,-0.00350000,-41.36,-0.00030900,-0.00006530,29.46,-0.0088800,0.49437,922.31,-0.07430,-0.05440,0.67638,1.95304
2015-08-05,946.82,948.71,941.88,943.86,1050000000.00,948.82,939.19,15.48,32.62,35.63,39.09,-1.179,-1.171,-50.70,-31.37,41.64,7.35,11.20,948.71,941.36,-0.42000000,-0.05450000,-37.00,0.00018000,0.00001440,29.18,0.0026500,0.5236322,923.44,-0.08120,-0.05470,0.61235,0.74541
2015-08-06,942.63,945.07,936.16,937.69,617000000.00,947.06,937.61,14.59,34.44,40.49,39.19,-1.175,-1.172,-67.10,-26.93,36.75,8.91,11.04,945.07,936.16,-0.65700000,-0.05430000,-39.55,-0.00067500,-0.00009360,31.90,-0.0065600,0.5053107,924.51,-0.08830,-0.05560,0.70132,1.42547
2015-08-07,936.41,938.83,933.75,935.41,570000000.00,945.21,935.90,14.09,34.89,42.46,39.42,-1.179,-1.173,-76.00,-32.01,35.30,5.08,10.61,938.83,933.75,-0.34600000,-0.07850000,-39.88,-0.00038600,-0.00006030,32.58,-0.0024300,0.4835826,925.55,-0.09510,-0.05720,0.72866,1.27172
2015-08-10,929.88,932.32,926.75,928.25,888000000.00,942.82,933.20,13.26,37.60,47.86,40.02,-1.229,-1.184,-99.40,-49.32,30.26,8.66,10.47,935.41,926.75,-0.46100000,-0.13600000,-39.12,-0.00042400,0.00000213,32.86,-0.0076800,0.4480527,926.55,-0.10200,-0.05920,0.83892,1.44583
2015-08-11,929.79,931.84,918.65,918.65,813000000.00,939.76,929.21,12.09,39.70,53.32,40.97,-1.336,-1.215,-119.00,-61.63,24.40,13.19,10.67,931.84,918.65,-1.00000000,-0.18600000,-37.53,-0.00069600,-0.00004440,35.37,-0.0104000,0.4130283,950.42,-0.10900,-0.06170,1.00000,0.70655
2015-08-13,912.21,918.71,901.58,918.71,1820000000.00,937.00,925.85,10.76,46.29,62.29,42.50,-1.405,-1.253,-155.00,-58.58,24.31,17.13,11.13,918.71,901.58,1.00000000,-0.08550000,-39.22,-0.00142000,-0.00021200,35.88,0.0000653,0.5052969,950.42,-0.11700,-0.06480,0.68843,0.72482
2015-08-14,917.15,926.50,913.35,924.79,1240000000.00,935.10,924.14,14.80,42.44,48.29,42.91,-1.392,-1.281,-106.00,-51.92,35.54,13.15,11.27,926.50,913.35,0.74000000,-0.00790000,-26.59,0.00104000,-0.00028200,36.17,0.0066000,0.4902301,948.47,-0.12600,-0.06850,0.52477,0.77210
2015-08-17,923.89,927.38,919.88,919.88,1230000000.00,932.97,921.86,14.65,40.37,46.75,43.19,-1.408,-1.306,-92.60,-54.41,31.65,7.50,11.00,927.38,919.88,-1.00000000,-0.05120000,-26.02,0.00022600,-0.00027400,42.89,-0.0053200,0.5075476,946.59,-0.13500,-0.07280,0.62531,2.77442
