Date,Open,High,Low,Close,Volume,WMA,DEMA,ADX.DIp,ADX.DIn,ADX.DX,ADX.ADX,MACD.macd,MACD.signal,CCI,MO,RSI,ATR.tr,ATR.atr,ATR.trueHigh,ATR.trueLow,CLV,CMF,CMO,EMV.emv,EMV.maEMV,MFI,ROC,VHF,SAR,TRIX.TRIX,TRIX.signal,WPR,SNR
2018-01-15,1182.69,1191.78,1182.16,1188.44,2020000000.00,1157.83,1175.24,44.95,13.63,53.47,39.70,1.749,1.534,137.00,76.95,88.03,15.97,11.27,1191.78,1175.81,0.30600000,0.16100000,70.79,0.00041900,0.00033000,75.69,0.0107000,0.8348898,1146.57,0.13900,0.05370,0.04884,4.97597
2018-01-16,1194.16,1195.19,1184.83,1187.02,1520000000.00,1161.71,1179.62,44.16,12.73,55.24,40.81,1.791,1.585,127.00,73.72,85.29,10.36,11.21,1195.19,1184.83,-0.57700000,0.09200000,65.04,0.00020700,0.00020900,76.58,-0.0012000,0.8741063,1152.00,0.15000,0.06110,0.11380,4.42187
2018-01-17,1184.66,1190.65,1181.69,1189.89,1700000000.00,1165.51,1183.79,41.60,14.02,49.58,41.44,1.823,1.633,110.00,72.07,86.85,8.96,11.05,1190.65,1181.69,0.83000000,0.12900000,66.06,-0.00020200,0.00010200,73.23,0.0024100,0.8626428,1158.05,0.16000,0.06890,0.07383,2.93400
2018-01-18,1194.53,1195.75,1182.65,1182.70,1830000000.00,1168.29,1185.96,41.38,12.85,52.60,42.24,1.777,1.662,98.90,60.40,71.74,13.10,11.19,1195.75,1182.65,-0.99200000,0.06590000,52.18,0.00021700,0.00008620,66.59,-0.0060600,0.7878854,1163.25,0.17000,0.07700,0.18037,1.32618
2018-01-19,1178.63,1183.60,1170.95,1183.60,2000000000.00,1170.86,1187.87,38.07,19.22,32.90,41.57,1.726,1.675,68.70,57.37,72.49,12.65,11.30,1183.60,1170.95,1.00000000,0.10400000,67.02,-0.00075400,-0.00003290,64.65,0.0007610,0.7516055,1168.45,0.18100,0.08550,0.18635,1.40069
2018-01-22,1182.14,1189.08,1178.78,1185.78,1170000000.00,1173.36,1189.79,39.06,17.96,37.00,41.24,1.682,1.676,81.50,61.21,73.58,10.30,11.23,1189.08,1178.78,0.35900000,0.12700000,65.46,0.00058600,0.00011200,65.10,0.0018400,0.7443626,1170.95,0.19100,0.09440,0.17324,1.90492
2018-01-23,1190.69,1195.60,1186.67,1192.74,1830000000.00,1176.24,1192.58,40.78,16.83,41.58,41.27,1.674,1.676,103.00,64.26,78.31,9.82,11.13,1195.60,1185.78,0.35900000,0.13100000,57.71,0.00035200,0.00010900,64.87,0.0058500,0.6944241,1174.92,0.20100,0.10400,0.07665,2.35697
2018-01-24,1191.27,1197.75,1189.01,1195.60,1450000000.00,1179.09,1195.39,39.86,15.87,43.05,41.39,1.668,1.674,105.00,59.90,79.96,8.74,10.96,1197.75,1189.01,0.50800000,0.14000000,51.44,0.00013500,0.00017300,63.96,0.0023900,0.6877788,1178.25,0.21000,0.11300,0.05210,2.77607
2018-01-25,1198.88,1202.06,1181.56,1181.56,2090000000.00,1180.31,1195.15,34.85,18.45,30.77,40.64,1.549,1.649,74.10,45.36,54.15,20.50,11.64,1202.06,1181.56,-1.00000000,0.05760000,20.85,-0.00015400,0.00008950,55.65,-0.0118000,0.6633201,1181.56,0.21900,0.12300,0.44976,0.91103
2018-01-26,1182.41,1189.85,1173.81,1189.45,2010000000.00,1182.06,1196.26,31.51,21.31,19.31,39.11,1.492,1.618,51.10,52.53,61.16,16.04,11.95,1189.85,1173.81,0.95000000,0.13000000,35.06,-0.00079600,-0.00004560,48.27,0.0066600,0.5977527,1202.06,0.22700,0.13300,0.27666,1.09375
2018-01-29,1194.95,1197.76,1190.74,1195.46,1230000000.00,1184.14,1198.19,34.74,20.23,26.40,38.20,1.470,1.588,94.70,66.16,65.26,8.31,11.69,1197.76,1189.45,0.34500000,0.15400000,38.31,0.00070900,0.00001020,53.86,0.0050400,0.5518543,1202.06,0.23500,0.14200,0.14670,0.58234
2018-01-30,1192.89,1193.78,1182.60,1186.17,1510000000.00,1185.02,1198.06,32.03,23.59,15.18,36.56,1.373,1.545,52.80,51.03,52.59,12.86,11.78,1195.46,1182.60,-0.36100000,0.12200000,25.17,-0.00044900,-0.00001720,46.04,-0.0078000,0.534818,1200.93,0.24300,0.15200,0.35319,0.07004
2018-01-31,1181.83,1192.44,1180.36,1186.16,1380000000.00,1185.66,1197.85,29.69,23.22,12.23,34.82,1.282,1.492,39.40,29.88,51.52,12.08,11.80,1192.44,1180.36,-0.03970000,0.06780000,19.62,-0.00015700,-0.00005870,46.32,-0.0000084,0.52143,1199.85,0.24900,0.16200,0.51109,0.30751
2018-02-01,1191.58,1194.61,1188.21,1191.83,1310000000.00,1186.69,1198.60,29.48,22.01,14.51,33.37,1.233,1.441,73.20,24.54,56.98,8.45,11.56,1194.61,1186.16,0.13100000,0.01720000,20.05,0.00024500,0.00005230,45.78,0.0047700,0.5067992,1198.80,0.25400,0.17200,0.32883,0.77624
2018-02-02,1195.82,1198.35,1184.14,1188.12,1530000000.00,1187.25,1198.48,26.93,22.58,8.79,31.61,1.156,1.384,59.10,20.94,51.66,14.21,11.75,1198.35,1184.14,-0.44000000,0.01050000,-0.45,-0.00001530,-0.00001450,37.82,-0.0031200,0.5052023,1198.35,0.25800,0.18100,0.44809,0.37646
2018-02-05,1168.66,1179.18,1167.74,1175.46,2700000000.00,1186.51,1195.99,23.76,29.40,10.60,30.11,0.998,1.307,-86.30,11.74,38.35,20.38,12.36,1188.12,1167.74,0.35000000,0.08350000,-14.06,-0.00075400,-0.00013700,29.57,-0.0107000,0.488147,1198.35,0.25900,0.19000,0.77506,0.80349
2018-02-06,1151.47,1164.18,1140.37,1161.67,3030000000.00,1184.40,1191.26,19.50,38.10,32.29,30.27,0.769,1.199,-235.00,-4.19,28.71,35.09,13.99,1175.46,1140.37,0.78900000,0.12000000,-30.29,-0.00166000,-0.00033700,28.09,-0.0118000,0.4509545,1196.51,0.26000,0.19800,0.65473,2.06191
2018-02-07,1170.19,1172.46,1156.18,1159.01,1630000000.00,1182.05,1186.64,22.08,34.97,22.60,29.72,0.563,1.072,-165.00,-5.67,26.67,16.28,14.15,1172.46,1156.18,-0.65200000,0.13600000,-26.73,0.00120000,-0.00018700,34.81,-0.0022900,0.4459942,1192.02,0.25900,0.20600,0.69784,2.40887
2018-02-08,1159.55,1165.05,1154.11,1156.96,1210000000.00,1179.54,1182.24,20.84,34.07,24.10,29.32,0.381,0.934,-181.00,-13.60,24.91,10.94,13.92,1165.05,1154.11,-0.47900000,0.08330000,-29.67,-0.00042900,-0.00014600,35.98,-0.0017700,0.4186768,1187.89,0.25700,0.21300,0.73107,1.66613
2018-02-09,1143.32,1157.25,1142.57,1154.71,1360000000.00,1176.88,1177.99,19.28,37.41,32.00,29.51,0.218,0.790,-187.00,-21.10,23.24,14.68,13.98,1157.25,1142.57,0.65400000,0.14100000,-34.58,-0.00104000,-0.00034000,30.91,-0.0019500,0.381915,1184.09,0.25400,0.21900,0.76755,2.35426
2018-02-12,1156.89,1164.11,1153.98,1163.81,953000000.00,1175.18,1175.96,21.83,35.44,23.75,29.10,0.150,0.662,-110.00,-24.63,37.05,10.13,13.70,1164.11,1153.98,0.94100000,0.15400000,-31.45,0.00097100,-0.00018300,28.21,0.0078500,0.397564,1180.59,0.24800,0.22400,0.62004,2.21428
2018-02-13,1167.60,1168.59,1162.24,1164.95,1220000000.00,1173.71,1174.39,23.51,34.22,18.55,28.35,0.103,0.550,-73.10,-22.07,38.79,6.35,13.18,1168.59,1162.24,-0.14600000,0.17700000,-33.95,0.00033200,-0.00012800,27.39,0.0009790,0.4245699,1177.37,0.24200,0.22900,0.60156,1.57194
2018-02-14,1169.04,1169.87,1159.98,1160.09,1020000000.00,1171.88,1172.14,22.23,33.60,20.37,27.78,0.032,0.447,-73.60,-29.80,35.00,9.89,12.94,1169.87,1159.98,-0.97800000,0.10600000,-26.48,-0.00004750,-0.00016100,28.77,-0.0041800,0.4111296,1174.41,0.23400,0.23300,0.65988,1.98427
2018-02-15,1166.48,1170.00,1161.26,1168.97,712000000.00,1171.04,1171.80,21.06,31.73,20.20,27.24,0.036,0.365,-50.00,-13.73,47.62,9.91,12.72,1170.00,1160.09,0.76400000,0.18500000,-24.95,0.00008660,-0.00015000,34.01,0.0076300,0.3967968,1171.69,0.22500,0.23500,0.50673,1.78378
2018-02-16,1171.85,1174.72,1169.23,1171.83,644000000.00,1170.54,1172.01,23.11,30.66,14.04,26.29,0.058,0.303,-21.50,-11.77,51.72,5.75,12.23,1174.72,1168.97,-0.05280000,0.12600000,-29.94,0.00054100,-0.00000581,32.01,0.0024400,0.3949677,1140.37,0.21500,0.23700,0.45740,1.34529
2018-02-19,1176.50,1181.30,1174.15,1174.97,954000000.00,1170.39,1172.76,25.72,28.94,5.89,24.84,0.097,0.262,5.31,-10.81,56.94,9.47,12.03,1181.30,1171.83,-0.77100000,0.08780000,-15.39,0.00043100,0.00022700,37.83,0.0026800,0.3900727,1140.37,0.20400,0.23800,0.40324,0.04137
2018-02-20,1176.10,1178.52,1168.80,1169.10,883000000.00,1169.74,1172.32,24.22,30.47,11.43,23.88,0.086,0.227,-14.80,-23.64,49.42,9.72,11.86,1178.52,1168.80,-0.93800000,0.03910000,-21.69,-0.00044800,0.00004360,38.85,-0.0050100,0.3900974,1142.01,0.19200,0.23700,0.50448,0.63873
2018-02-21,1178.10,1180.27,1170.06,1173.75,3040000000.00,1169.64,1172.78,23.64,28.41,9.16,22.83,0.108,0.203,5.15,-21.85,56.83,11.17,11.82,1180.27,1169.10,-0.27700000,-0.01480000,-23.29,0.00005050,0.00009690,43.89,0.0039700,0.3915831,1143.58,0.17900,0.23600,0.42428,1.27219
2018-02-22,1174.35,1181.76,1170.21,1171.45,1540000000.00,1169.42,1172.74,22.89,26.42,7.17,21.71,0.108,0.184,8.57,-10.11,55.09,11.55,11.80,1181.76,1170.21,-0.78500000,0.01440000,-21.87,0.00006150,0.00022000,43.91,-0.0019600,0.4190612,1145.09,0.16500,0.23300,0.24909,1.25101
2018-02-23,1175.55,1184.93,1171.66,1183.47,1090000000.00,1170.40,1174.88,22.94,24.29,2.86,20.36,0.189,0.185,46.80,-5.98,70.59,13.48,11.92,1184.93,1171.45,0.78000000,-0.02180000,10.60,0.00028100,0.00014300,53.31,0.0102000,0.3909131,1147.29,0.15100,0.22900,0.03276,2.44300
2018-02-26,1185.73,1206.38,1183.57,1206.31,1350000000.00,1173.59,1180.86,32.05,21.16,20.46,20.37,0.405,0.229,166.00,10.85,83.62,22.91,12.70,1206.38,1183.47,0.99400000,0.00989000,52.75,0.00282000,0.00041900,66.04,0.0191000,0.3713016,1150.30,0.13600,0.22400,0.00110,3.29811
2018-02-27,1212.54,1223.67,1205.80,1205.90,2090000000.00,1176.68,1185.90,38.36,19.09,33.54,21.31,0.566,0.297,216.00,19.73,83.26,17.87,13.07,1223.67,1205.80,-0.98900000,-0.04160000,56.93,0.00169000,0.00061200,67.06,-0.0003400,0.4871345,1155.91,0.12100,0.21800,0.21911,3.05950
2018-02-28,1204.59,1214.22,1201.77,1205.57,1430000000.00,1179.64,1190.16,35.75,20.00,28.25,21.81,0.683,0.374,165.00,19.41,82.95,12.45,13.03,1214.22,1201.77,-0.39000000,-0.05850000,60.27,-0.00058700,0.00053800,66.05,-0.0002740,0.4887637,1164.04,0.10600,0.21100,0.22318,3.42184
2018-03-02,1197.88,1201.62,1188.45,1193.17,1400000000.00,1181.34,1191.53,32.46,25.31,12.39,21.13,0.683,0.436,96.50,1.34,62.31,17.12,13.32,1205.57,1188.45,-0.28300000,-0.07740000,42.36,-0.00122000,0.00034200,65.73,-0.0103000,0.4611126,1171.19,0.09140,0.20300,0.43765,1.76978
2018-03-05,1192.54,1195.81,1176.61,1189.54,1180000000.00,1182.68,1192.01,29.22,28.94,0.50,19.66,0.651,0.479,61.90,1.42,56.68,19.20,13.74,1195.81,1176.61,0.34700000,-0.04150000,30.15,-0.00144000,0.00013500,59.81,-0.0030500,0.4697722,1176.61,0.07730,0.19400,0.53588,1.24485
2018-03-06,1190.99,1196.52,1179.96,1182.24,1770000000.00,1183.31,1191.05,27.11,26.48,1.17,18.34,0.569,0.497,50.80,6.78,47.47,16.56,13.94,1196.52,1179.96,-0.72500000,-0.12100000,18.90,0.00019000,0.00020500,51.74,-0.0061600,0.4582967,1176.61,0.06380,0.18400,0.65049,0.50277
2018-03-07,1180.04,1181.08,1168.85,1170.00,1520000000.00,1182.76,1187.97,25.24,30.37,9.21,17.69,0.416,0.481,-18.70,8.33,36.25,13.39,13.90,1182.24,1168.85,-0.81200000,-0.26200000,10.02,-0.00107000,0.00008120,50.41,-0.0104000,0.4628806,1223.67,0.05130,0.17400,0.85996,0.06270
2018-03-08,1173.54,1182.05,1164.22,1169.75,1420000000.00,1182.13,1185.24,22.98,29.97,13.21,17.37,0.289,0.442,-28.80,10.74,34.97,17.83,14.18,1182.05,1164.22,-0.38000000,-0.24500000,0.86,-0.00023000,0.00004880,45.22,-0.0002140,0.483403,1223.67,0.03970,0.16300,0.90698,0.27210
2018-03-09,1175.16,1176.50,1162.09,1172.17,1300000000.00,1181.69,1183.30,21.31,28.87,15.07,17.20,0.203,0.394,-42.70,15.21,37.55,14.41,14.20,1176.50,1162.09,0.39900000,-0.20300000,0.38,-0.00042600,-0.00002970,40.78,0.0020700,0.4936881,1221.29,0.02930,0.15100,0.83631,0.04907
2018-03-12,1183.58,1190.66,1178.45,1190.66,1660000000.00,1182.93,1184.97,26.34,26.24,0.19,15.99,0.258,0.367,40.10,35.95,56.61,18.49,14.50,1190.66,1172.17,1.00000000,-0.17200000,14.92,0.00112000,-0.00021800,42.73,0.0157000,0.4681616,1217.74,0.02050,0.13900,0.53605,0.47763
2018-03-13,1187.79,1196.00,1184.30,1195.91,1990000000.00,1184.51,1187.34,27.47,24.71,5.29,15.22,0.334,0.361,63.10,32.10,60.39,11.70,14.30,1196.00,1184.30,0.98500000,-0.12800000,25.65,0.00032900,-0.00036900,49.40,0.0044000,0.4547688,1214.40,0.01330,0.12800,0.45080,0.70661
2018-03-14,1192.35,1199.66,1190.48,1195.41,2020000000.00,1185.88,1189.27,28.05,23.55,8.74,14.76,0.386,0.366,72.20,30.46,59.51,9.18,13.94,1199.66,1190.48,0.07410000,-0.11300000,21.58,0.00022400,-0.00027900,47.13,-0.0004180,0.4679775,1211.26,0.00780,0.11600,0.45892,0.74060
2018-03-15,1196.52,1200.41,1191.51,1195.26,2050000000.00,1187.10,1190.87,27.13,22.44,9.46,14.38,0.421,0.377,67.90,35.17,59.46,8.90,13.58,1200.41,1191.51,-0.15700000,-0.08710000,24.24,0.00003860,-0.00014000,55.24,-0.0001250,0.4775281,1208.31,0.00404,0.10500,0.46135,0.75598
2018-03-16,1191.60,1197.15,1188.92,1192.49,1470000000.00,1187.88,1191.72,25.93,22.85,6.32,13.81,0.425,0.386,45.30,23.52,55.81,8.23,13.20,1197.15,1188.92,-0.13200000,-0.10900000,10.14,-0.00016400,0.00000180,49.51,-0.0023200,0.5062291,1205.54,0.00146,0.09340,0.50633,0.05192
2018-03-19,1192.99,1193.37,1183.14,1184.63,1200000000.00,1187.80,1191.00,24.47,24.74,0.55,12.86,0.371,0.383,4.10,12.80,46.04,10.23,12.98,1193.37,1183.14,-0.70900000,-0.13300000,-29.30,-0.00040700,-0.00006460,43.83,-0.0066100,0.5112848,1202.93,-0.00013,0.08260,0.63397,0.38328
2018-03-20,1180.51,1187.89,1179.17,1183.87,1160000000.00,1187.59,1190.21,23.27,25.76,5.09,12.30,0.318,0.370,-22.20,8.90,45.58,8.72,12.68,1187.89,1179.17,0.07800000,-0.10600000,-29.63,-0.00035500,0.00001460,35.93,-0.0006420,0.5174834,1200.48,-0.00075,0.07240,0.58220,0.13144
2018-03-21,1189.53,1191.09,1180.94,1183.00,1280000000.00,1187.25,1189.35,23.74,24.27,1.09,11.50,0.268,0.350,-18.20,13.90,45.43,10.15,12.50,1191.09,1180.94,-0.59400000,-0.10300000,-30.14,0.00019700,0.00006210,42.19,-0.0007350,0.5214093,1198.18,-0.00003,0.06280,0.47103,1.06766
2018-03-22,1189.31,1193.40,1180.58,1182.23,942000000.00,1186.78,1188.45,23.33,22.49,1.82,10.81,0.221,0.324,-20.30,8.48,46.07,12.82,12.52,1193.40,1180.58,-0.74300000,-0.10500000,-17.29,0.00013300,0.00012400,47.63,-0.0006510,0.4523562,1196.01,0.00188,0.05400,0.47443,1.01956
2018-03-23,1169.67,1181.86,1168.81,1181.86,980000000.00,1186.22,1187.59,21.55,27.46,12.06,10.90,0.178,0.295,-85.10,10.41,46.68,13.42,12.59,1182.23,1168.81,1.00000000,-0.03220000,-12.80,-0.00155000,-0.00017300,48.11,-0.0003130,0.438244,1193.98,0.00459,0.04600,0.48408,0.78408
2018-03-26,1183.30,1188.12,1179.77,1187.86,659000000.00,1186.20,1187.93,24.14,26.13,3.94,10.40,0.183,0.273,-25.80,4.39,60.58,8.35,12.28,1188.12,1179.77,0.93800000,-0.04070000,9.57,0.00109000,-0.00008840,54.18,0.0050600,0.4240629,1192.06,0.00804,0.03880,0.32751,0.23416
2018-03-27,1192.26,1193.82,1186.21,1188.10,1350000000.00,1186.17,1188.24,26.45,24.94,2.95,9.87,0.187,0.255,13.00,-18.21,62.56,7.61,11.95,1193.82,1186.21,-0.50300000,-0.11100000,38.76,0.00034200,-0.00007520,61.54,0.0002020,0.4287284,1162.09,0.01180,0.03260,0.32124,0.67778
2018-03-28,1186.23,1190.44,1175.21,1177.92,1170000000.00,1185.26,1186.65,24.09,29.16,9.52,9.85,0.119,0.228,-54.10,-27.98,40.57,15.23,12.18,1190.44,1175.21,-0.64400000,-0.06740000,14.43,-0.00093600,-0.00018300,62.30,-0.0086100,0.4192824,1162.09,0.01530,0.02730,0.58690,1.47054
2018-03-29,1176.58,1180.63,1156.01,1164.10,2670000000.00,1183.16,1182.76,20.85,35.73,26.30,11.02,-0.029,0.177,-177.00,-41.47,25.84,24.62,13.07,1180.63,1156.01,-0.34300000,-0.07680000,-11.86,-0.00134000,-0.00031400,58.24,-0.0118000,0.4286891,1193.82,0.01830,0.02290,0.81779,2.36666
2018-03-30,1169.93,1173.48,1155.88,1171.79,1740000000.00,1182.00,1180.80,18.89,32.44,26.40,12.12,-0.092,0.123,-146.00,-21.38,38.30,17.60,13.40,1173.48,1155.88,0.80800000,-0.01490000,-32.97,-0.00036800,-0.00031000,58.34,0.0065800,0.4174775,1193.82,0.02130,0.01940,0.64271,1.52098
2018-04-02,1170.17,1176.41,1168.00,1175.24,1060000000.00,1181.27,1179.75,19.63,30.95,22.39,12.85,-0.118,0.075,-78.70,-14.30,42.62,8.41,13.04,1176.41,1168.00,0.72200000,-0.00286000,-37.29,0.00059700,-0.00020400,56.33,0.0029400,0.4237934,1192.30,0.02440,0.01680,0.56524,0.71736
