,Date,Open,High,Low,Close,Volume,WMA,DEMA,ADX.DIp,ADX.DIn,ADX.DX,ADX.ADX,MACD.macd,MACD.signal,CCI,MO,RSI,ATR.tr,ATR.atr,ATR.trueHigh,ATR.trueLow,CLV,CMF,CMO,EMV.emv,EMV.maEMV,MFI,ROC,VHF,SAR,TRIX.TRIX,TRIX.signal,WPR,SNR
695,2015-02-25,1054.21,1055.59,1041.96,1045.8,2300000000.0,1058.86,1060.59,20.95,29.72,17.3,15.07,0.307,0.636,-143.0,-16.21,36.36,13.63,12.65,1055.59,1041.96,-0.437,-0.238,-28.46,-0.000344,-0.000294,28.83,-0.00649,0.3467408,1071.89,0.177,0.00092,0.89054,1.57794
696,2015-02-26,1046.05,1051.1,1031.37,1051.1,1690000000.0,1057.98,1059.38,18.71,32.29,26.62,15.89,0.248,0.558,-156.0,-5.13,43.17,19.73,13.16,1051.1,1031.37,1.0,-0.135,-25.3,-0.00088,-0.000448,21.52,0.00506,0.3465858,1070.1,0.186,0.0188,0.54392,1.52737
697,2015-02-27,1047.62,1050.62,1042.12,1042.8,1200000000.0,1056.33,1056.81,17.78,30.68,26.62,16.66,0.137,0.474,-137.0,-7.49,36.39,8.98,12.86,1051.1,1042.12,-0.84,-0.132,-23.39,0.000364,-0.000359,29.19,-0.00793,0.3343401,1067.0,0.193,0.0366,0.73554,2.28884
698,2015-03-02,1043.9,1045.39,1033.23,1039.47,1450000000.0,1054.4,1053.97,16.57,33.55,33.88,17.89,0.022,0.383,-174.0,-11.91,33.59,12.16,12.81,1045.39,1033.23,0.0263,-0.15,-20.81,-0.000592,-0.000195,28.54,-0.0032,0.2820053,1064.15,0.197,0.054,0.81259,2.0532
699,2015-03-03,1037.64,1039.39,1027.89,1027.89,1110000000.0,1051.43,1049.42,15.49,34.37,37.85,19.31,-0.156,0.276,-195.0,-41.02,25.96,11.58,12.72,1039.47,1027.89,-1.0,-0.237,-40.19,-0.000587,-0.000243,28.77,-0.0112,0.273295,1061.53,0.197,0.0707,1.0,1.87267
700,2015-03-05,1025.86,1026.93,1016.62,1022.09,1520000000.0,1048.1,1044.44,14.51,38.56,45.33,21.17,-0.338,0.153,-216.0,-44.01,22.76,11.27,12.62,1027.89,1016.62,0.0611,-0.163,-53.04,-0.000805,-0.000357,20.91,-0.00566,0.381368,1058.16,0.195,0.0864,0.90564,3.24156
701,2015-03-06,1022.24,1032.49,1020.59,1032.49,1070000000.0,1045.97,1042.05,16.69,35.95,36.6,22.27,-0.398,0.043,-145.0,-38.87,36.92,11.9,12.57,1032.49,1020.59,1.0,-0.165,-38.09,0.00053,-0.000297,21.35,0.0101,0.3756406,1053.18,0.19,0.101,0.71595,1.97969
702,2015-03-09,1025.51,1031.27,1021.47,1027.02,1060000000.0,1043.5,1039.02,15.63,33.68,36.6,23.3,-0.483,-0.063,-133.0,-47.37,33.35,11.02,12.46,1032.49,1021.47,0.133,-0.166,-37.6,-1.57e-05,-0.00027,20.67,-0.00531,0.3679719,1048.79,0.182,0.114,0.78771,2.64401
703,2015-03-10,1027.77,1029.31,1005.25,1005.25,1190000000.0,1039.19,1032.47,13.61,38.04,47.3,25.01,-0.712,-0.192,-172.0,-58.55,22.79,24.06,13.29,1029.31,1005.25,-1.0,-0.16,-42.11,-0.00184,-0.000463,20.2,-0.0214,0.3863909,1044.93,0.173,0.125,1.0,3.38141
704,2015-03-11,1001.88,1016.07,998.63,1015.94,1550000000.0,1036.17,1028.81,12.36,38.03,50.95,26.87,-0.801,-0.314,-158.0,-41.6,33.86,17.44,13.58,1016.07,998.63,0.985,-0.0579,-42.05,-0.00112,-0.000549,16.14,0.0106,0.4094212,1039.38,0.162,0.135,0.73516,2.68919
705,2015-03-12,1014.17,1017.9,1006.31,1013.98,1050000000.0,1033.17,1025.34,12.57,35.69,47.9,28.37,-0.878,-0.427,-126.0,-50.63,32.41,11.59,13.44,1017.9,1006.31,0.324,-0.0867,-40.39,0.000525,-0.000393,21.51,-0.00193,0.4175245,1032.86,0.15,0.143,0.76249,2.36906
706,2015-03-13,1016.55,1020.29,1010.55,1012.25,997000000.0,1030.24,1022.08,13.2,33.81,43.83,29.47,-0.942,-0.53,-105.0,-58.25,31.14,9.74,13.18,1020.29,1010.55,-0.651,-0.167,-44.45,0.000324,-0.000397,22.42,-0.00171,0.4161999,1027.38,0.136,0.149,0.78926,2.9742
707,2015-03-16,1006.45,1007.66,993.95,996.39,1170000000.0,1026.08,1016.45,11.93,39.3,53.43,31.18,-1.105,-0.645,-143.0,-74.63,23.72,18.3,13.54,1012.25,993.95,-0.644,-0.194,-47.94,-0.00171,-0.000522,22.93,-0.0158,0.4430671,1022.78,0.119,0.153,0.96201,3.41599
708,2015-03-17,1003.58,1005.45,996.87,997.43,1430000000.0,1022.37,1011.85,11.35,37.38,53.43,32.77,-1.213,-0.759,-126.0,-67.32,24.72,9.06,13.22,1005.45,996.39,-0.869,-0.218,-50.15,2.13e-05,-0.000454,30.41,0.00104,0.4190327,1017.59,0.101,0.155,0.94354,3.20098
709,2015-03-18,998.55,1012.4,997.3,1010.99,1230000000.0,1020.27,1010.4,14.15,34.36,41.67,33.41,-1.179,-0.843,-90.7,-39.82,40.38,15.1,13.36,1012.4,997.3,0.813,-0.144,-29.81,0.000453,-0.000315,39.22,0.0135,0.4021976,1013.34,0.0826,0.155,0.70184,1.2678
710,2015-03-19,1020.44,1020.44,1009.63,1012.18,1080000000.0,1018.48,1009.45,17.68,32.34,29.32,33.12,-1.129,-0.9,-58.1,-49.27,41.78,10.81,13.17,1020.44,1009.63,-0.528,-0.183,-34.54,0.00102,-0.00026,47.01,0.00118,0.3940415,993.95,0.0623,0.154,0.67831,0.75775
711,2015-03-20,1013.31,1015.42,1002.18,1010.67,1680000000.0,1016.78,1008.41,16.41,34.06,34.98,33.25,-1.089,-0.938,-69.8,-45.81,41.33,13.24,13.18,1015.42,1002.18,0.282,-0.136,-30.34,-0.000491,-0.000313,38.83,-0.00149,0.4121225,993.95,0.0412,0.15,0.67496,1.66637
712,2015-03-23,1015.28,1017.45,1004.23,1006.03,1420000000.0,1014.85,1006.75,16.33,31.62,31.88,33.15,-1.082,-0.967,-64.4,-52.74,38.14,13.22,13.18,1017.45,1004.23,-0.728,-0.164,-31.19,0.00019,-8.77e-05,38.99,-0.0046,0.415563,995.01,0.0205,0.144,0.73415,1.60145
713,2015-03-24,1005.09,1005.94,994.65,1005.12,1330000000.0,1013.09,1005.21,15.32,34.89,38.99,33.57,-1.072,-0.988,-89.9,-44.81,38.34,11.38,13.05,1006.03,994.65,0.855,-0.0677,-23.59,-0.000895,-6.3e-05,38.59,-0.000905,0.4291873,1020.44,5e-05,0.136,0.71017,0.01005
714,2015-03-25,1005.46,1008.78,1002.56,1002.56,847000000.0,1011.3,1003.49,16.39,33.66,34.51,33.64,-1.072,-1.005,-72.4,-50.05,36.64,6.22,12.56,1008.78,1002.56,-1.0,-0.072,-20.93,0.000395,-7.74e-05,45.08,-0.00255,0.4369311,1020.44,-0.0201,0.127,0.7766,1.09111
715,2015-03-26,997.76,1003.01,992.49,992.82,1150000000.0,1008.82,1000.3,15.4,37.42,41.69,34.21,-1.137,-1.031,-111.0,-52.98,28.71,10.52,12.42,1003.01,992.49,-0.937,-0.0782,-42.83,-0.000725,-0.000194,38.61,-0.00976,0.4128393,1019.41,-0.0399,0.116,0.99149,1.75042
716,2015-03-27,991.74,995.17,986.78,993.33,1000000000.0,1006.64,997.72,14.64,38.93,45.35,35.01,-1.171,-1.059,-133.0,-57.77,30.44,8.39,12.13,995.17,986.78,0.561,-0.126,-38.43,-0.000568,-6.68e-05,38.82,0.000514,0.4192639,1017.79,-0.0597,0.104,0.84599,1.61452
717,2015-03-30,998.46,1000.68,993.12,993.27,920000000.0,1004.73,995.55,17.3,37.15,36.45,35.11,-1.186,-1.084,-105.0,-49.53,31.5,7.56,11.8,1000.68,993.12,-0.96,-0.123,-18.16,0.000487,-1.5e-05,44.9,-6.04e-05,0.4433789,1015.31,-0.0793,0.0905,0.80719,0.27604
718,2015-03-31,997.28,1001.88,993.58,997.66,832000000.0,1003.47,994.56,17.12,35.17,34.52,35.07,-1.149,-1.097,-86.1,-41.81,41.73,8.61,11.58,1001.88,993.27,-0.0169,-0.128,-30.64,8.28e-05,-5.61e-05,52.06,0.00441,0.4598844,1013.03,-0.0984,0.0758,0.67677,0.02085
719,2015-04-01,998.13,1010.13,995.03,1010.04,965000000.0,1003.59,996.02,20.54,31.97,21.76,34.12,-1.009,-1.079,-24.0,-17.85,61.41,15.1,11.83,1010.13,995.03,0.988,-0.0411,-5.62,0.000759,-8.51e-05,51.78,0.0123,0.4362807,1010.93,-0.116,0.0601,0.30897,0.08304
720,2015-04-02,1013.6,1020.45,1009.24,1015.3,1010000000.0,1004.3,998.29,25.4,29.8,7.96,32.25,-0.846,-1.033,63.7,-6.79,68.04,11.21,11.78,1020.45,1009.24,0.0812,-0.0424,4.14,0.00136,0.000121,51.82,0.00519,0.4290122,986.78,-0.131,0.0438,0.15296,0.27327
721,2015-04-03,1016.82,1018.42,1012.88,1017.08,654000000.0,1005.21,1000.63,24.52,28.76,7.96,30.51,-0.694,-0.965,85.7,-15.41,71.68,5.54,11.34,1018.42,1012.88,0.516,-0.0757,34.76,6.82e-05,0.000107,57.75,0.00175,0.4169733,986.78,-0.146,0.027,0.10009,0.59191
722,2015-04-07,1024.32,1032.17,1022.23,1027.62,830000000.0,1007.19,1004.61,30.7,26.08,8.13,28.92,-0.484,-0.869,190.0,0.6,79.57,15.09,11.61,1032.17,1017.08,0.0845,-0.0796,43.73,0.00138,0.00036,56.13,0.0103,0.3842631,988.13,-0.158,0.01,0.10024,1.91818
723,2015-04-08,1029.9,1033.19,1023.92,1023.97,930000000.0,1008.83,1007.41,29.56,24.57,9.21,27.51,-0.344,-0.764,164.0,18.72,72.46,9.27,11.44,1033.19,1023.92,-0.989,-0.0683,21.96,0.000135,0.000332,48.81,-0.00356,0.3656415,990.77,-0.168,-0.00705,0.19866,1.70481
724,2015-04-09,1024.24,1027.84,1020.71,1023.65,639000000.0,1010.34,1009.79,28.21,25.51,5.02,25.9,-0.232,-0.657,122.0,7.71,72.37,7.13,11.13,1027.84,1020.71,-0.175,-0.149,19.69,-0.000478,0.000359,42.67,-0.000313,0.3734862,994.16,-0.177,-0.024,0.20556,1.97764
725,2015-04-10,1024.94,1026.56,1019.45,1025.38,873000000.0,1011.99,1012.19,26.89,25.15,3.35,24.29,-0.128,-0.552,109.0,11.4,75.2,7.11,10.84,1026.56,1019.45,0.668,-0.138,25.16,-0.000103,0.000411,45.2,0.00169,0.3565953,997.29,-0.184,-0.0407,0.16828,3.15846
726,2015-04-16,1035.9,1043.79,1031.09,1043.73,984000000.0,1015.32,1017.59,34.59,22.24,21.73,24.11,0.098,-0.422,186.0,31.48,86.81,18.41,11.38,1043.79,1025.38,0.991,-0.061,52.23,0.00186,0.000564,54.42,0.0177,0.3178169,1000.16,-0.189,-0.0569,0.00105,4.53281
727,2015-04-17,1045.69,1046.62,1039.53,1039.53,1770000000.0,1018.11,1021.49,34.84,21.22,24.28,24.12,0.241,-0.289,167.0,43.14,78.93,7.09,11.08,1046.62,1039.53,-1.0,-0.106,45.59,0.000226,0.000579,65.92,-0.00403,0.347907,1004.52,-0.19,-0.0724,0.11848,4.31689
728,2015-04-20,1038.24,1039.24,1031.02,1033.75,1310000000.0,1020.14,1023.8,32.89,25.62,12.43,23.29,0.304,-0.17,112.0,36.32,68.42,8.51,10.89,1039.53,1031.02,-0.336,-0.0696,39.64,-0.000499,0.00044,57.54,-0.00558,0.3479474,1009.57,-0.189,-0.0869,0.21507,3.43864
729,2015-04-21,1038.4,1042.31,1036.62,1040.23,951000000.0,1022.62,1026.96,33.06,24.16,15.56,22.73,0.401,-0.056,121.0,29.24,73.23,8.56,10.73,1042.31,1033.75,0.269,-0.106,62.85,0.000259,0.000317,65.27,0.00625,0.3560633,1014.02,-0.186,-0.1,0.10678,2.93053
730,2015-04-22,1040.82,1041.14,1024.61,1024.61,1080000000.0,1023.47,1026.83,29.56,29.3,0.44,21.14,0.351,0.025,65.0,12.43,50.78,16.53,11.14,1041.14,1024.61,-1.0,-0.13,34.55,-0.00101,0.000198,64.71,-0.0151,0.3357836,1017.93,-0.181,-0.112,0.4114,0.8522
731,2015-04-23,1027.86,1032.91,1017.82,1019.38,1290000000.0,1023.76,1025.75,26.77,30.78,6.97,20.13,0.267,0.074,29.4,8.71,44.39,15.09,11.42,1032.91,1017.82,-0.793,-0.204,27.28,-0.000878,-5.38e-05,56.58,-0.00512,0.3701367,1046.62,-0.175,-0.123,0.51357,0.2028
732,2015-04-24,1023.0,1028.41,1020.33,1028.41,835000000.0,1024.87,1026.45,25.23,29.02,6.97,19.19,0.268,0.112,36.8,22.38,52.32,9.03,11.25,1028.41,1019.38,1.0,-0.118,30.64,-9.63e-05,-7.95e-05,56.66,0.00882,0.3739766,1046.62,-0.167,-0.133,0.35298,0.07111
733,2015-04-27,1030.52,1033.32,1021.51,1023.45,1060000000.0,1025.4,1026.14,26.46,26.85,0.74,17.87,0.228,0.135,34.4,18.33,46.52,11.81,11.29,1033.32,1021.51,-0.671,-0.212,14.43,0.000339,1.13e-05,57.01,-0.00483,0.367094,1045.47,-0.158,-0.141,0.61985,0.04651
734,2015-04-28,1022.94,1023.25,1006.89,1011.87,1400000000.0,1024.74,1023.77,23.77,33.08,16.36,17.76,0.103,0.129,-30.2,9.31,36.68,16.56,11.67,1023.45,1006.89,-0.391,-0.192,-3.46,-0.00144,-0.000137,48.69,-0.0114,0.3461761,1044.36,-0.148,-0.147,0.87465,1.00528
735,2015-04-29,1003.15,1009.51,997.02,1003.48,1300000000.0,1023.24,1020.19,21.65,36.05,24.95,18.28,-0.062,0.091,-91.5,10.66,30.85,14.85,11.9,1011.87,997.02,0.0344,-0.136,-12.85,-0.00113,-0.00047,42.46,-0.00833,0.3618115,1042.11,-0.137,-0.152,0.86976,1.82026
736,2015-04-30,1002.45,1009.94,1001.99,1006.1,1180000000.0,1021.94,1017.58,20.86,34.29,24.35,18.71,-0.17,0.039,-86.9,12.77,33.26,7.95,11.61,1009.94,1001.99,0.034,-0.16,-21.97,0.000182,-0.000475,43.66,0.00261,0.3583877,1038.51,-0.123,-0.155,0.81694,3.2375
737,2015-05-06,1008.25,1010.04,998.01,1003.19,1210000000.0,1020.3,1014.82,19.32,34.2,27.8,19.36,-0.275,-0.024,-107.0,9.92,30.93,12.03,11.64,1010.04,998.01,-0.139,-0.124,-21.38,-0.000193,-0.000441,42.97,-0.0029,0.3828045,1035.19,-0.109,-0.156,0.8756,3.11561
738,2015-05-07,999.28,1005.45,990.69,990.69,1630000000.0,1017.42,1010.19,17.6,35.57,33.79,20.39,-0.454,-0.11,-155.0,-6.97,24.06,14.76,11.87,1005.45,990.69,-1.0,-0.193,-30.13,-0.000539,-0.00053,40.55,-0.0125,0.3569767,1032.13,-0.0941,-0.156,1.0,3.59629
739,2015-05-08,994.81,1005.24,989.06,1001.04,1490000000.0,1015.56,1008.09,15.93,33.15,35.08,21.44,-0.507,-0.189,-131.0,-9.0,36.23,16.18,12.17,1005.24,989.06,0.481,-0.199,-20.63,-9.99e-05,-0.000429,47.55,0.0104,0.3390945,1027.99,-0.079,-0.154,0.79187,3.16199
740,2015-05-11,1006.05,1009.07,996.27,996.27,959000000.0,1013.28,1005.45,16.98,30.67,28.73,21.96,-0.581,-0.268,-106.0,-19.03,33.16,12.8,12.22,1009.07,996.27,-1.0,-0.246,-45.45,0.000737,-0.00025,47.36,-0.00478,0.3388448,1023.32,-0.0646,-0.151,0.87474,2.27911
741,2015-05-12,995.53,997.04,981.55,986.51,1080000000.0,1010.17,1001.43,15.47,36.39,40.33,23.27,-0.71,-0.356,-145.0,-30.57,27.94,15.49,12.45,997.04,981.55,-0.36,-0.273,-48.21,-0.00192,-0.000452,38.67,-0.00984,0.3508762,1019.21,-0.0506,-0.146,0.91837,2.58002
742,2015-05-13,992.02,996.28,989.03,994.61,1060000000.0,1007.98,999.48,14.59,34.32,40.33,24.49,-0.739,-0.433,-106.0,-33.01,37.46,9.77,12.26,996.28,986.51,0.539,-0.249,-34.85,0.00023,-0.000464,45.68,0.00818,0.3406985,1013.94,-0.0376,-0.14,0.78506,2.71634
743,2015-05-14,994.31,997.24,984.83,993.03,988000000.0,1005.79,997.55,13.54,34.28,43.38,25.84,-0.766,-0.5,-99.8,-30.94,36.59,12.41,12.27,997.24,984.83,0.322,-0.194,-43.95,-0.000203,-0.000327,39.77,-0.00159,0.3559044,1009.4,-0.0261,-0.133,0.80735,2.44536
744,2015-05-15,992.01,1002.83,990.07,1002.83,808000000.0,1004.69,997.7,15.78,31.74,33.59,26.39,-0.701,-0.54,-64.1,-20.82,48.32,12.76,12.31,1002.83,990.07,1.0,-0.153,-21.44,0.000855,-0.000106,45.44,0.00982,0.3386946,1005.5,-0.0156,-0.125,0.58895,0.72483
745,2015-05-18,1001.13,1005.37,997.25,1001.25,560000000.0,1003.53,997.59,16.53,30.21,29.28,26.6,-0.655,-0.563,-48.0,-24.13,47.32,8.12,12.01,1005.37,997.25,-0.0148,-0.181,-18.51,0.000705,-4.74e-05,51.25,-0.00158,0.3360359,1005.37,-0.00629,-0.116,0.61947,0.18527
746,2015-05-19,1003.09,1014.41,1003.05,1012.71,861000000.0,1003.58,999.61,20.58,27.86,15.02,25.77,-0.519,-0.554,-5.85,-31.02,59.16,13.16,12.09,1014.41,1001.25,0.701,-0.199,-15.64,0.000979,8.28e-05,51.29,0.0114,0.3241991,981.55,0.00115,-0.107,0.39811,0.54408
747,2015-05-20,1012.51,1014.66,1005.73,1005.98,1110000000.0,1003.13,1000.16,19.63,26.36,14.65,24.98,-0.461,-0.536,-4.66,-33.55,52.9,8.93,11.86,1014.66,1005.73,-0.944,-0.172,-17.11,0.000118,0.000156,44.23,-0.00667,0.3335897,981.55,0.00621,-0.097,0.41415,0.2359
748,2015-05-21,1008.87,1013.09,1007.28,1010.71,1080000000.0,1003.3,1001.52,18.76,25.2,14.65,24.24,-0.373,-0.503,11.3,-23.04,58.55,7.11,11.52,1013.09,1005.98,0.181,-0.145,-1.22,-5.4e-07,0.000167,52.3,0.00469,0.3344985,982.87,0.00925,-0.0871,0.1193,1.76303
749,2015-05-22,1015.03,1017.93,1007.48,1007.68,763000000.0,1003.29,1002.17,20.56,23.56,6.8,22.99,-0.323,-0.467,27.7,-32.55,55.55,10.45,11.45,1017.93,1007.48,-0.962,-0.192,4.67,0.000345,0.000123,59.4,-0.003,0.3323629,984.15,0.0107,-0.0772,0.28175,0.58944
750,2015-05-25,1009.58,1011.17,996.05,996.05,552000000.0,1002.32,1000.64,18.66,28.36,20.62,22.82,-0.373,-0.448,-35.0,-28.56,43.06,15.12,11.71,1011.17,996.05,-1.0,-0.171,-10.16,-0.00249,5.97e-05,53.68,-0.0116,0.3305227,986.17,0.0108,-0.0676,0.60143,0.01888
751,2015-05-26,995.88,1000.21,988.88,989.31,728000000.0,1000.85,998.13,17.37,30.78,27.85,23.18,-0.462,-0.451,-94.0,-30.07,37.33,11.33,11.68,1000.21,988.88,-0.924,-0.159,-13.51,-0.00141,-0.000123,55.61,-0.00679,0.3254151,988.08,0.00986,-0.0584,0.7867,0.241
752,2015-05-27,984.86,992.35,980.95,991.39,732000000.0,999.72,996.37,16.16,33.48,34.9,24.02,-0.509,-0.463,-126.0,-37.02,40.21,11.4,11.66,992.35,980.95,0.832,-0.171,0.76,-0.00123,-0.000237,59.53,0.0021,0.3255503,1017.93,0.00722,-0.0497,0.71769,0.27767
753,2015-05-28,992.13,992.94,980.31,985.15,741000000.0,998.17,993.75,14.91,31.3,35.45,24.84,-0.591,-0.488,-137.0,-38.3,34.44,12.63,11.73,992.94,980.31,-0.234,-0.147,-18.01,-4.26e-06,-0.000332,50.89,-0.00631,0.3215342,1017.93,0.0031,-0.0416,0.87135,0.67351
754,2015-05-29,987.14,990.18,982.78,985.37,861000000.0,996.83,991.57,14.22,29.85,35.45,25.6,-0.647,-0.52,-123.0,-26.5,34.55,7.4,11.42,990.18,982.78,-0.3,-0.136,-13.03,-1.25e-05,-0.000412,43.3,0.000223,0.3525253,1016.43,-0.00219,-0.0344,0.8655,1.54926
755,2015-06-02,981.6,983.14,971.92,972.01,836000000.0,994.33,987.3,13.04,34.08,44.64,26.96,-0.79,-0.574,-184.0,-31.47,24.91,13.45,11.57,985.37,971.92,-0.984,-0.185,-16.61,-0.0012,-0.000654,44.24,-0.0137,0.3568387,1014.98,-0.00878,-0.028,0.99804,2.54529
756,2015-06-03,975.58,979.97,972.75,975.93,760000000.0,992.37,984.38,12.39,32.36,44.64,28.22,-0.863,-0.632,-155.0,-30.17,30.53,7.96,11.31,979.97,972.01,-0.119,-0.196,-22.48,-0.000111,-0.00068,42.71,0.00402,0.3602354,1012.4,-0.0168,-0.0226,0.91285,3.30307
757,2015-06-04,976.77,982.49,969.95,981.86,783000000.0,991.11,982.99,11.41,31.58,46.9,29.55,-0.863,-0.678,-123.0,-21.33,38.76,12.54,11.4,982.49,969.95,0.9,-0.153,-12.77,-2.24e-05,-0.000682,50.42,0.00606,0.365358,1009.97,-0.0259,-0.0185,0.75177,2.13913
758,2015-06-05,981.42,995.99,981.23,994.33,986000000.0,991.14,984.1,18.67,28.72,21.21,28.96,-0.753,-0.693,-28.3,3.64,52.68,14.76,11.64,995.99,981.23,0.775,-0.0235,-9.43,0.00185,-0.000514,51.17,0.0126,0.3305686,1006.77,-0.0353,-0.0155,0.49187,1.40915
759,2015-06-08,993.53,996.29,988.53,993.57,763000000.0,991.08,984.97,17.94,27.31,20.71,28.37,-0.663,-0.687,-9.64,-7.47,51.97,7.76,11.36,996.29,988.53,0.299,-0.0532,-8.6,0.000386,-0.000195,52.0,-0.000765,0.3384607,1003.82,-0.0448,-0.0138,0.50771,1.2556
760,2015-06-09,990.44,991.05,980.94,981.38,1320000000.0,989.89,983.54,16.53,29.9,28.79,28.4,-0.684,-0.687,-66.7,-14.89,40.4,12.63,11.45,993.57,980.94,-0.913,-0.0663,-34.8,-0.000491,-9.25e-05,42.83,-0.0123,0.3328431,1001.11,-0.0541,-0.0133,0.76178,1.28946
761,2015-06-10,984.69,996.13,984.43,991.38,767000000.0,989.73,984.17,18.14,27.2,19.97,27.8,-0.612,-0.672,-21.0,4.87,51.21,14.75,11.69,996.13,981.38,0.188,-0.0363,-15.65,0.000653,0.000117,50.74,0.0101,0.2727319,998.62,-0.0629,-0.0139,0.55336,0.17671
762,2015-06-11,998.46,1002.04,995.31,999.1,1880000000.0,990.28,986.15,20.59,25.42,10.49,26.56,-0.487,-0.635,37.8,4.49,58.2,10.66,11.61,1002.04,991.38,0.126,-0.0533,-12.06,0.000301,0.000151,53.88,0.00776,0.2504568,969.95,-0.0707,-0.0156,0.39246,0.66415
763,2015-06-12,998.91,999.91,992.04,992.39,807000000.0,990.17,986.67,19.57,26.22,14.52,25.7,-0.437,-0.595,7.05,-0.64,51.8,7.87,11.35,999.91,992.04,-0.911,-0.113,-15.29,-0.000263,0.000123,47.51,-0.00674,0.2526726,969.95,-0.0776,-0.0181,0.4556,0.64442
764,2015-06-15,991.43,991.7,984.3,986.87,804000000.0,989.53,986.15,18.55,29.83,23.31,25.53,-0.437,-0.564,-41.9,-15.96,46.92,8.09,11.11,992.39,984.3,-0.305,-0.173,-9.78,-0.000734,0.000175,46.6,-0.00558,0.2488718,971.23,-0.0841,-0.0216,0.47273,0.13736
765,2015-06-16,987.36,992.27,986.87,987.79,621000000.0,989.07,985.9,18.26,28.75,22.31,25.3,-0.425,-0.536,-28.4,-13.46,47.99,5.4,10.71,992.27,986.87,-0.659,-0.195,-1.73,0.000137,0.000202,51.92,0.000932,0.2514675,972.47,-0.09,-0.0257,0.44406,1.52194
766,2015-06-17,990.97,998.7,988.63,996.87,808000000.0,989.52,987.35,21.22,26.66,11.37,24.3,-0.338,-0.496,24.2,-15.84,57.68,10.91,10.72,998.7,987.79,0.637,-0.2,5.77,0.00051,0.000261,57.97,0.00915,0.2560572,973.65,-0.095,-0.0305,0.16111,2.00911
767,2015-06-18,997.97,998.86,989.49,991.03,1450000000.0,989.5,987.57,19.99,24.98,11.1,23.36,-0.312,-0.46,19.3,-14.95,51.16,9.37,10.62,998.86,989.49,-0.671,-0.193,6.21,3.3e-05,5.91e-05,54.88,-0.00588,0.2623722,974.78,-0.0988,-0.0358,0.3431,0.8888
768,2015-06-19,990.33,990.96,976.31,978.69,1210000000.0,988.38,985.54,18.07,31.2,26.66,23.6,-0.388,-0.445,-81.0,-32.02,39.44,14.72,10.92,991.03,976.31,-0.675,-0.247,-6.26,-0.00128,-0.000126,53.51,-0.0125,0.2519429,975.87,-0.102,-0.0414,0.72764,1.45386
769,2015-06-22,980.31,994.2,979.81,989.51,791000000.0,988.43,985.78,18.34,28.13,21.05,23.42,-0.356,-0.428,-8.73,-18.17,50.64,15.51,11.24,994.2,978.69,0.348,-0.191,16.79,0.000613,-2.99e-06,59.39,0.011,0.2505483,976.31,-0.104,-0.0471,0.39046,0.36144
770,2015-06-23,995.65,996.56,986.88,988.05,811000000.0,988.44,985.75,18.72,26.38,16.99,22.96,-0.339,-0.41,34.7,-8.0,48.54,9.68,11.13,996.56,986.88,-0.758,-0.192,11.91,0.000563,-1.3e-05,59.57,-0.00148,0.2595478,977.34,-0.106,-0.0529,0.43596,0.60212
771,2015-06-24,991.59,999.93,990.97,999.93,1190000000.0,989.61,987.9,19.45,24.38,11.24,22.12,-0.226,-0.373,117.0,10.62,58.89,11.88,11.19,999.93,988.05,1.0,-0.0886,16.78,0.000281,-1.52e-05,60.78,0.012,0.2458496,978.33,-0.106,-0.0587,0.08201,0.76628
772,2015-06-25,998.71,1004.12,995.32,1000.75,935000000.0,990.82,989.91,21.06,22.99,4.38,20.85,-0.128,-0.324,136.0,9.36,59.62,8.8,11.02,1004.12,995.32,0.234,-0.108,6.68,0.000402,5.87e-05,60.66,0.00082,0.2577076,979.28,-0.105,-0.0644,0.12118,0.15107
773,2015-06-26,1001.34,1003.92,998.44,999.11,845000000.0,991.82,991.36,20.28,22.14,4.38,19.68,-0.063,-0.272,125.0,13.96,58.09,5.48,10.62,1003.92,998.44,-0.755,-0.132,5.71,9.47e-05,0.000151,60.91,-0.00164,0.2576246,980.77,-0.103,-0.0697,0.18015,0.64754
774,2015-06-29,987.71,1000.67,984.9,995.93,1080000000.0,992.45,992.05,18.2,28.67,22.34,19.87,-0.037,-0.225,44.9,10.56,54.68,15.77,10.99,1000.67,984.9,0.399,-0.0947,16.55,-0.00123,-5.7e-07,61.9,-0.00319,0.2696111,982.17,-0.1,-0.0746,0.2945,0.8299
775,2015-06-30,995.38,996.61,984.92,989.21,1300000000.0,992.39,991.42,16.83,26.5,22.34,20.04,-0.071,-0.194,-5.18,17.2,46.18,11.69,11.04,996.61,984.92,-0.266,-0.0686,-2.56,-0.000182,-7.75e-05,54.37,-0.00677,0.2696263,983.48,-0.096,-0.079,0.53614,0.12916
776,2015-07-02,989.01,989.41,978.42,980.19,1490000000.0,991.39,989.25,15.63,28.83,29.69,20.73,-0.168,-0.189,-118.0,4.26,37.13,10.99,11.03,989.41,978.42,-0.678,-0.111,-22.0,-0.000505,-0.000137,42.58,-0.00916,0.2632792,1004.12,-0.0908,-0.0827,0.86048,1.51721
777,2015-07-03,979.48,983.51,974.97,979.1,1140000000.0,990.27,987.2,14.75,29.48,33.3,21.63,-0.252,-0.202,-170.0,-2.76,36.05,8.54,10.86,983.51,974.97,-0.0328,-0.144,-16.54,-0.00035,-3.44e-05,41.65,-0.00111,0.228619,1004.12,-0.085,-0.0856,0.85832,1.10992
