,Date,Open,High,Low,Close,Volume,WMA,DEMA,ADX.DIp,ADX.DIn,ADX.DX,ADX.ADX,MACD.macd,MACD.signal,CCI,MO,RSI,ATR.tr,ATR.atr,ATR.trueHigh,ATR.trueLow,CLV,CMF,CMO,EMV.emv,EMV.maEMV,MFI,ROC,VHF,SAR,TRIX.TRIX,TRIX.signal,WPR,SNR
36,2012-06-21,809.94,811.07,802.9,804.89,495000000.0,800.71,801.6,23.75,21.42,5.15,20.91,-0.021,-0.531,56.4,34.72,56.23,13.78,14.1,816.68,802.9,-0.513,0.148,11.09,-0.00141,0.000511,68.04,-0.0145,0.2996131,797.7,-0.214,-0.076,0.31522,2.00971
37,2012-06-22,797.53,800.07,793.75,800.07,787000000.0,801.18,801.13,22.39,24.9,5.31,19.8,-0.066,-0.438,11.9,16.21,51.6,11.14,13.89,804.89,793.75,1.0,0.124,26.1,-0.000809,-1.05e-06,66.74,-0.00601,0.274978,824.79,-0.223,-0.089,0.39157,1.21038
38,2012-06-25,798.85,803.97,795.68,795.68,694000000.0,801.15,799.94,23.48,23.81,0.71,18.43,-0.145,-0.379,11.1,8.81,46.39,8.29,13.49,803.97,795.68,-1.0,0.0458,34.12,0.000348,-5.08e-06,72.7,-0.0055,0.269972,824.79,-0.231,-0.102,0.52564,0.94191
39,2012-06-26,795.05,801.32,794.04,798.51,429000000.0,801.34,799.44,22.54,23.76,2.63,17.31,-0.177,-0.339,5.87,6.75,48.77,7.28,13.05,801.32,794.04,0.228,0.0215,25.86,-0.000364,-0.000129,68.54,0.00355,0.2783261,823.55,-0.237,-0.115,0.49186,0.9765
40,2012-06-27,802.93,810.75,802.23,809.75,572000000.0,802.58,801.06,26.21,22.16,8.37,16.67,-0.088,-0.289,56.3,7.59,59.56,12.24,12.99,810.75,798.51,0.765,0.0148,33.18,0.00131,3.02e-05,68.37,0.014,0.2610835,822.36,-0.241,-0.128,0.28149,0.26082
41,2012-06-28,813.42,819.99,805.27,814.02,604000000.0,804.18,803.24,29.14,20.38,17.68,16.74,0.025,-0.226,79.6,24.4,62.68,14.72,13.11,819.99,805.27,0.189,0.0533,31.6,0.0015,0.000159,72.83,0.00526,0.2733966,821.21,-0.242,-0.14,0.34697,0.97218
42,2012-06-29,817.78,826.08,814.38,814.38,785000000.0,805.7,805.19,30.55,19.04,23.22,17.2,0.117,-0.157,98.2,22.84,62.92,12.06,13.04,826.08,814.02,-1.0,-0.0395,8.93,0.00113,0.000198,73.01,0.000442,0.2992243,793.75,-0.24,-0.152,0.36189,0.14453
43,2012-07-02,824.57,828.45,821.44,827.4,571000000.0,808.36,809.23,29.5,17.58,25.33,17.78,0.315,-0.063,131.0,55.01,73.03,14.07,13.11,828.45,814.38,0.7,0.0324,20.31,0.000578,0.000298,72.93,0.0159,0.2986496,793.75,-0.233,-0.163,0.03026,1.37514
44,2012-07-03,831.33,835.09,829.15,834.48,645000000.0,811.42,813.99,31.95,16.82,31.03,18.73,0.536,0.057,171.0,72.82,77.75,7.69,12.73,835.09,827.4,0.795,0.113,32.77,0.000661,0.000328,73.22,0.00852,0.3418051,795.14,-0.222,-0.172,0.01476,1.43681
45,2012-07-04,837.86,838.44,827.47,830.48,860000000.0,813.76,817.34,31.87,15.77,33.78,19.8,0.663,0.178,154.0,54.88,72.0,10.97,12.6,838.44,827.47,-0.451,0.0784,34.01,0.000106,0.000496,75.06,-0.0048,0.374281,797.54,-0.208,-0.181,0.17812,1.13966
46,2012-07-05,829.59,836.15,826.64,836.15,676000000.0,816.38,821.23,30.12,15.39,32.37,20.7,0.81,0.305,145.0,59.01,75.93,9.51,12.38,836.15,826.64,1.0,0.151,29.71,-0.000219,0.000561,72.85,0.0068,0.3694899,800.81,-0.19,-0.187,0.05124,2.63819
47,2012-07-06,835.87,838.23,827.32,833.94,565000000.0,818.51,824.16,29.42,14.41,34.24,21.67,0.893,0.422,136.0,50.26,72.83,10.91,12.27,838.23,827.32,0.214,0.129,30.49,0.000266,0.000552,71.73,-0.00265,0.3743175,803.82,-0.17,-0.192,0.10069,2.8813
48,2012-07-09,826.92,827.88,822.77,823.21,426000000.0,819.37,824.69,27.49,16.13,26.04,21.98,0.844,0.507,67.3,15.27,56.51,11.17,12.2,833.94,822.77,-0.828,0.0555,7.64,-0.000894,0.000493,65.21,-0.013,0.3737162,806.59,-0.148,-0.195,0.34079,2.35367
